,latitude (degrees_north),longitude (degrees_east),url
171,47.372798919677706,-122.453399658203,https://erddap.sensors.ioos.us/erddap/tabledap/nanoos_kc_nsaj02
172,37.295,-120.851111111111,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca251102
173,47.608001708984396,-122.343803405762,https://erddap.sensors.ioos.us/erddap/tabledap/nanoos_kc_seaqysi
174,37.205,-120.698055555556,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca4de712
175,59.440985,-151.720958,https://erddap.sensors.ioos.us/erddap/tabledap/cdmo_nerrs_3b040240
176,59.6019444444444,-151.408888888889,https://erddap.sensors.ioos.us/erddap/tabledap/cdmo_nerrs_3b00077a
177,37.8105555555556,-121.54222222222201,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca5600d6
178,38.6330555555556,-122.85444444444401,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_162d5e6e
179,37.815,-121.425,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca5613a0
180,37.1152777777778,-120.58694444444401,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca4ad0bc
181,37.82,-121.450555555556,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca56263a
182,37.6413888888889,-121.2275,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca4f8700
183,37.4938888888889,-121.081111111111,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_ca516704
184,38.65333333333329,-122.926111111111,https://erddap.sensors.ioos.us/erddap/tabledap/gov_noaa_nws_hads_1714d726
185,47.761,-122.397,https://erddap.sensors.ioos.us/erddap/tabledap/edu_washington_46120
186,47.28,-122.73,https://erddap.sensors.ioos.us/erddap/tabledap/edu_washington_46121
187,47.907,-122.62700000000001,https://erddap.sensors.ioos.us/erddap/tabledap/edu_washington_46125
188,43.045277,-75.070093,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrutica
189,41.043,-73.896,https://erddap.sensors.ioos.us/erddap/tabledap/org_hrecos_hrpmnth
190,47.9646517535081,-124.95355224609399,https://erddap.sensors.ioos.us/erddap/tabledap/nanoos_apl_chaba
